rule_id;parent;realName;ECA;myOperator;nextOperator;readableValue;descriptiveName;author;ruleName;naturalLanguage;partialNaturalLanguage;Negation;Goal;User;Situation
45;cognitive;vocalemotionalstate;event;equal;NEXTOPERATOR;HAPPY;cognitive-vocalemotionalstate;applicationExpert1;vocal-emotional-state;When  Test-user vocal emotional state becomes  happy  ,  do  turn on the   Living Room Light and set color to Bright green;When  Test-user vocal emotional state becomes  happy;;Generic;Generic;Generic
45;livingroom;hue color light living room;action;OPERATOR;NEXTOPERATOR;GREEN;livingroom-hue color light living room;applicationExpert1;vocal-emotional-state;When  Test-user vocal emotional state becomes  happy  ,  do  turn on the   Living Room Light and set color to Bright green;do  turn on the   Living Room Light and set color to Bright green;;Generic;Generic;Generic
46;physical;layingdown;condition;equal;NEXTOPERATOR;TRUE;physical-layingdown;domainExpert6;Test Daniele ManDown;if Test-user1 is lying down, send the alarm by sms to 33312312312;if Test-user1 is lying down;;Generic;Caregiver;Generic
46;alarms;alarms;action;OPERATOR;NEXTOPERATOR;Man down alarm;alarms-alarms;domainExpert6;Test Daniele ManDown;if Test-user1 is lying down, send the alarm by sms to 33312312312;"send the alarm ""Man down alarm"" by sms to 33312312312";;Generic;Caregiver;Generic
47;datetime;localtime;event;equal;NEXTOPERATOR;22:00;datetime-localtime;domainExpert7;Erinnerung: Glas Wasser trinken um 22 Uhr;When time becomes  22:00 minutes ,  do send  reminder  by notification;When time becomes  22:00 minutes;;Health, Wellbeing;Caregiver;Generic
47;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: drink a glass of water;reminders-reminders;domainExpert7;Erinnerung: Glas Wasser trinken um 22 Uhr;When time becomes  22:00 minutes ,  do send  reminder  by notification;"do send  the reminder  ""Reminder: drink a glass of water"" by notification";;Health, Wellbeing;Caregiver;Generic
48;datetime;localtime;event;equal;NEXTOPERATOR;16:00;datetime-localtime;domainExpert7;Erinnerung: Glas Wasser trinken um 16 Uhr;When time becomes  16:00 minutes ,  do send  one  reminder  by notification;When time becomes  16:00 minutes;;Health, Wellbeing;Caregiver;Generic
48;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: drink a glass of water;reminders-reminders;domainExpert7;Erinnerung: Glas Wasser trinken um 16 Uhr;When time becomes  16:00 minutes ,  do send  one  reminder  by notification;"do send  the reminder  ""Reminder: drink a glass of water"" by notification";;Health, Wellbeing;Caregiver;Generic
49;datetime;localtime;event;equal;NEXTOPERATOR;11:00;datetime-localtime;domainExpert7;Erinnerung: Glas Wasser trinken (11 Uhr);When time becomes  11:00 minutes ,  do send  one  reminder  by notification;When time becomes  11:00 minutes;;Health, Wellbeing;Caregiver;Generic
49;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: drink a glass of water;reminders-reminders;domainExpert7;Erinnerung: Glas Wasser trinken (11 Uhr);When time becomes  11:00 minutes ,  do send  one  reminder  by notification;"do send  the reminder  ""Reminder: drink a glass of water"" by notification";;Health, Wellbeing;Caregiver;Generic
50;datetime;localtime;event;equal;NEXTOPERATOR;09:00;datetime-localtime;domainExpert7;Erinnerung: Augentropfen und Therapie um 9 Uhr;When time becomes  09:00 minutes ,  do send  one  reminder  by notification;When time becomes  09:00 minutes;;Health;Caregiver;Generic
50;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: eye drops and therapy;reminders-reminders;domainExpert7;Erinnerung: Augentropfen und Therapie um 9 Uhr;When time becomes  09:00 minutes ,  do send  one  reminder  by notification;"do send  the reminder  ""Reminder: eye drops and therapy"" by notification";;Health;Caregiver;Generic
51;relativeposition;typeofproximity;event;inside;NEXTOPERATOR;livingroom;relativeposition-typeofproximity;domainExpert7;Greatlampe einschalten, falls es Person nach 9:30 im Wohnzimmer ist.;When Test-user   is  inside  livingroom and time is  more then  09:30 minutes ,  do  turn on  the great luminare light;When Test-user   is  inside  livingroom and;;Comfort;Caregiver;Generic
51;datetime;localtime;condition;more;and;09:30;datetime-localtime;domainExpert7;Greatlampe einschalten, falls es Person nach 9:30 im Wohnzimmer ist.;When Test-user   is  inside  livingroom and time is  more then  09:30 minutes ,  do  turn on  the great luminare light;time is  more then  09:30 minutes;;Comfort;Caregiver;Generic
51;livingroom;greatluminare;action;OPERATOR;NEXTOPERATOR;ON;livingroom-greatluminare;domainExpert7;Greatlampe einschalten, falls es Person nach 9:30 im Wohnzimmer ist.;When Test-user   is  inside  livingroom and time is  more then  09:30 minutes ,  do  turn on  the great luminare light;do  turn on  the great luminare light;;Comfort;Caregiver;Generic
52;relativeposition;typeofproximity;event;inside;NEXTOPERATOR;livingroom;relativeposition-typeofproximity;domainExpert7;Great-Relaxlicht um 22 Uhr, falls Testperson im Wohnzimmer ist;When  Test-user   is  inside  livingroom and time becomes  more then  22:00 minutes ,  do start relaxing light scene in the living room;When  Test-user   is  inside  livingroom and;;Wellbeing;Caregiver;Evening
52;datetime;localtime;event;more;and;22:00;datetime-localtime;domainExpert7;Great-Relaxlicht um 22 Uhr, falls Testperson im Wohnzimmer ist;When  Test-user   is  inside  livingroom and  ,  do start relaxing light scene in the living room;and time becomes  more then  22:00 minutes  ;;Wellbeing;Caregiver;Evening
52;livingroom;relax;action;OPERATOR;NEXTOPERATOR;VALUE;livingroom-relax;domainExpert7;Great-Relaxlicht um 22 Uhr, falls Testperson im Wohnzimmer ist;When  Test-user   is  inside  livingroom and time becomes  more then  22:00 minutes ,  do start relaxing light scene in the living room;do start relaxing light scene in the living room;;Wellbeing;Caregiver;Evening
53;cognitive;lastconnectiontime;condition;more;NEXTOPERATOR;48;cognitive-lastconnectiontime;domainExpert7;Erinnerungen Trainingsuebungen auf dem Tablet;if  Test-user last connection time is  more then  48  ,  do send  one  reminder  by notification;if  Test-user last connection time is  more then  48 hours;;Wellbeing;Caregiver;Generic
53;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Please do exercises on the tablet;reminders-reminders;domainExpert7;Erinnerungen Trainingsuebungen auf dem Tablet;if  Test-user last connection time is  more then  48  ,  do send  one  reminder  by notification;"do send  the reminder ""Please do exercises on the tablet"" by notification";;Wellbeing;Caregiver;Generic
54;datetime;localtime;event;equal;NEXTOPERATOR;22:00;datetime-localtime;domainExpert7;Erinnerung: Glas Wasser trinken um 22 Uhr;When time becomes  22:00 minutes ,  do send  reminder  by notification;When time becomes  22:00 minutes;;Health, Wellbeing;Caregiver;Generic
54;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: drink a glass of water;reminders-reminders;domainExpert7;Erinnerung: Glas Wasser trinken um 22 Uhr;When time becomes  22:00 minutes ,  do send  reminder  by notification;"do send  the reminder  ""Reminder: drink a glass of water"" by notification";;Health, Wellbeing;Caregiver;Generic
55;datetime;localtime;event;equal;NEXTOPERATOR;16:00;datetime-localtime;domainExpert7;Erinnerung: Glas Wasser trinken um 16 Uhr;When time becomes  16:00 minutes ,  do send  one  reminder  by notification;When time becomes  16:00 minutes;;Health, Wellbeing;Caregiver;Generic
55;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: drink a glass of water;reminders-reminders;domainExpert7;Erinnerung: Glas Wasser trinken um 16 Uhr;When time becomes  16:00 minutes ,  do send  one  reminder  by notification;"do send  the reminder  ""Reminder: drink a glass of water"" by notification";;Health, Wellbeing;Caregiver;Generic
56;datetime;localtime;event;equal;NEXTOPERATOR;11:00;datetime-localtime;domainExpert7;Erinnerung: Glas Wasser trinken (11 Uhr);When time becomes  11:00 minutes ,  do send  one  reminder  by notification;When time becomes  11:00 minutes;;Health, Wellbeing;Caregiver;Generic
56;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: drink a glass of water;reminders-reminders;domainExpert7;Erinnerung: Glas Wasser trinken (11 Uhr);When time becomes  11:00 minutes ,  do send  one  reminder  by notification;"do send  the reminder  ""Reminder: drink a glass of water"" by notification";;Health, Wellbeing;Caregiver;Generic
57;datetime;localtime;event;equal;NEXTOPERATOR;09:00;datetime-localtime;domainExpert7;Erinnerung: Augentropfen und Therapie um 9 Uhr;When time becomes  09:00 minutes ,  do send  one  reminder  by notification;When time becomes  09:00 minutes;;Health, Wellbeing;Caregiver;Generic
57;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: eye drops and therapy;reminders-reminders;domainExpert7;Erinnerung: Augentropfen und Therapie um 9 Uhr;When time becomes  09:00 minutes ,  do send  one  reminder  by notification;"do send  the reminder  ""Reminder: eye drops and therapy"" by notification";;Health, Wellbeing;Caregiver;Generic
58;relativeposition;typeofproximity;event;inside;NEXTOPERATOR;livingroom;relativeposition-typeofproximity;domainExpert7;Great-Relaxlicht um 22 Uhr, falls Testperson im Wohnzimmer ist;When  Test-user   is  inside  livingroom and time becomes  more then  22:00 minutes ,  do start relaxing light scene in the living room;When  Test-user   is  inside  livingroom and;;Wellbeing;Caregiver;Evening
58;datetime;localtime;event;more;and;22:00;datetime-localtime;domainExpert7;Great-Relaxlicht um 22 Uhr, falls Testperson im Wohnzimmer ist;When  Test-user   is  inside  livingroom and time becomes  more then  22:00 minutes ,  do start relaxing light scene in the living room;time becomes  more then  22:00 minutes;;Wellbeing;Caregiver;Evening
58;livingroom;relax;action;OPERATOR;NEXTOPERATOR;VALUE;livingroom-relax;domainExpert7;Great-Relaxlicht um 22 Uhr, falls Testperson im Wohnzimmer ist;When  Test-user   is  inside  livingroom and time becomes  more then  22:00 minutes ,  do start relaxing light scene in the living room;do start relaxing light scene in the living room;;Wellbeing;Caregiver;Evening
59;cognitive;lastconnectiontime;event;equal;NEXTOPERATOR;48;cognitive-lastconnectiontime;domainExpert7;Erinnerungen Trainingsuebungen auf dem Tablet;When the test user's last connected time become 48, send a reminder via notification;if  Test-user last connection time is  more then  48 hours;;Health, Wellbeing;Caregiver;Generic
59;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Please do exercises on the tablet;reminders-reminders;domainExpert7;Erinnerungen Trainingsuebungen auf dem Tablet;When the test user's last connected time become 48, send a reminder via notification;"do send  the reminder ""Please do exercises on the tablet"" by notification";;Health, Wellbeing;Caregiver;Generic
60;livingroom;motion;event;equal;and;TRUE;livingroom-motion;domainExpert7;Great an bei wenig Licht;When the LivingRoom movement becomes active and the LivingRoom light level is very low, turn on the great light;When the LivingRoom movement becomes active and;;Comfort;Generic;Generic
60;livingroom;lightlevel;condition;equal;and;VERY_LOW_LIGHT;livingroom-lightlevel;domainExpert7;Great an bei wenig Licht;When the LivingRoom movement becomes active and the LivingRoom light level is very low, turn on the great light;the LivingRoom light level is very low;;Comfort;Generic;Generic
60;livingroom;greatluminare;action;OPERATOR;NEXTOPERATOR;ON;livingroom-greatluminare;domainExpert7;Great an bei wenig Licht;When the LivingRoom movement becomes active and the LivingRoom light level is very low, turn on the great light;turn on the great light;;Comfort;Generic;Generic
61;bedroom;motion;event;equal;NEXTOPERATOR;TRUE;bedroom-motion;domainExpert7;Unterstuetzung zum Aufwachen: aktivierendes Licht im Wohnzimmer;If the bedroom movement is not active between 08:30 and 09:30, turn on the living room light for 15 minutes;If the bedroom movement is not active between 08:30 and 09:30;;Wellbeing;Generic;Morning
61;livingroom;changelightstate;action;OPERATOR;NEXTOPERATOR;ON;livingroom-changelightstate;domainExpert7;Unterstuetzung zum Aufwachen: aktivierendes Licht im Wohnzimmer;If the bedroom movement is not active between 08:30 and 09:30, turn on the living room light for 15 minutes;turn on the living room light for 15 minutes;;Wellbeing;Generic;Morning
62;bedroom;motion;event;equal;NEXTOPERATOR;TRUE;bedroom-motion;applicationExpert2;Start activating light in bedroom;If  Bedroom motion becomes  not  active     between 08:30 and 10:00 ,  do start activating light scene in the bedroom;If  Bedroom motion becomes  not  active     between 08:30 and 10:00;;Wellbeing;Generic;Morning
62;bedroom;activate;action;OPERATOR;NEXTOPERATOR;VALUE;bedroom-activate;applicationExpert2;Start activating light in bedroom;If  Bedroom motion becomes  not  active     between 08:30 and 10:00 ,  do start activating light scene in the bedroom;do start activating light scene in the bedroom;;Wellbeing;Generic;Morning
63;twentyfourhoursweatherforecast;rain;event;equal;NEXTOPERATOR;TRUE;twentyfourhoursweatherforecast-rain;applicationExpert2;Warn user about rain in tomorrow forecasts;When  Weather-time becomes rain    ,  do send  one  alarm  by sms to 12345678;When  Weather-time becomes rain ;;Organizing;Generic;BadWeather
63;alarms;alarms;action;OPERATOR;NEXTOPERATOR;tomorrow is likely to rain;alarms-alarms;applicationExpert2;Warn user about rain in tomorrow forecasts;When  Weather-time becomes rain    ,  do send  one  alarm  by sms to 12345678;"do send  one  alarm ""tomorrow is likely to rain"" by sms to 12345678";;Organizing;Generic;BadWeather
64;physiological;steps;event;less;NEXTOPERATOR;6000;physiological-steps;applicationExpert2;Remind to walk more;When  Test-user daily footsteps becomes  less then  6000  ,  do send  reminder  by sms to 12345678;When  Test-user daily footsteps becomes  less then  6000;;Health, Wellbeing;Generic;GoodWeather
64;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Remind to walk more for a healthier lifestyle;reminders-reminders;applicationExpert2;Remind to walk more;When  Test-user daily footsteps becomes  less then  6000  ,  do send  reminder  by sms to 12345678;"do send  reminder ""Remind to walk more for a healthier lifestyle"" by sms to 12345678";;Health, Wellbeing;Generic;GoodWeather
65;relativeposition;typeofproximity;condition;inside;NEXTOPERATOR;livingroom;relativeposition-typeofproximity;applicationExpert2;Activate relaxing light on late evening; Test-user   is  inside  livingroom and time becomes  22:00 minutes ,  do start relaxing light scene in the living room;Test-user   is  inside  livingroom and;;Comfort, Wellbeing;Generic;Evening
