id;rule_id;xPath;parent;realName;ECA;operator;nextOperator;value;completeName;naturalLanguage;author;ruleName
121;56;environment/dateTime/@localTime;datetime;localtime;event;equal;NEXTOPERATOR;11:00;datetime-localtime;When time becomes  11:00 minutes ,  do send  one  reminder  by notification;domainExpert7;Erinnerung: Glas Wasser trinken (11 Uhr)
122;56;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: drink a glass of water;reminders-reminders;When time becomes  11:00 minutes ,  do send  one  reminder  by notification;domainExpert7;Erinnerung: Glas Wasser trinken (11 Uhr)
123;57;environment/dateTime/@localTime;datetime;localtime;event;equal;NEXTOPERATOR;09:00;datetime-localtime;When time becomes  09:00 minutes ,  do send  one  reminder  by notification;domainExpert7;Erinnerung: Augentropfen und Therapie um 9 Uhr
124;57;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: eye drops and therapy;reminders-reminders;When time becomes  09:00 minutes ,  do send  one  reminder  by notification;domainExpert7;Erinnerung: Augentropfen und Therapie um 9 Uhr
125;58;XPATH;relativeposition;typeofproximity;event;inside;NEXTOPERATOR;livingroom;relativeposition-typeofproximity;When  Test-user   is  inside  livingroom and time becomes  more then  22:00 minutes ,  do start relaxing light scene in the living room;domainExpert7;Great-Relaxlicht um 22 Uhr, falls Testperson im Wohnzimmer ist
126;58;environment/dateTime/@localTime;datetime;localtime;event;more;and;22:00;datetime-localtime;When  Test-user   is  inside  livingroom and time becomes  more then  22:00 minutes ,  do start relaxing light scene in the living room;domainExpert7;Great-Relaxlicht um 22 Uhr, falls Testperson im Wohnzimmer ist
127;58;applianceState/LivingRoom/@scene;livingroom;relax;action;OPERATOR;NEXTOPERATOR;invokeFunctions:lightScene;livingroom-relax;When  Test-user   is  inside  livingroom and time becomes  more then  22:00 minutes ,  do start relaxing light scene in the living room;domainExpert7;Great-Relaxlicht um 22 Uhr, falls Testperson im Wohnzimmer ist
128;59;user/cognitive/@lastConnectionTime;cognitive;lastconnectiontime;event;equal;NEXTOPERATOR;48;cognitive-lastconnectiontime;When the test user's last connected time become 48, send a reminder via notification;domainExpert7;Erinnerungen Trainingsuebungen auf dem Tablet
129;59;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Please do exercises on the tablet;reminders-reminders;When the test user's last connected time become 48, send a reminder via notification;domainExpert7;Erinnerungen Trainingsuebungen auf dem Tablet
130;60;environment/@motion;livingroom;motion;event;equal;and;TRUE;livingroom-motion;When the LivingRoom movement becomes active and the LivingRoom light level is very low, turn on the great light;domainExpert7;Great an bei wenig Licht
131;60;environment/@lightLevel;livingroom;lightlevel;condition;equal;and;VERY_LOW_LIGHT;livingroom-lightlevel;When the LivingRoom movement becomes active and the LivingRoom light level is very low, turn on the great light;domainExpert7;Great an bei wenig Licht
132;60;applianceState/LivingRoom/greatLuminare;livingroom;greatluminare;action;OPERATOR;NEXTOPERATOR;custom:greatLuminare;livingroom-greatluminare;When the LivingRoom movement becomes active and the LivingRoom light level is very low, turn on the great light;domainExpert7;Great an bei wenig Licht
133;61;environment/@motion;bedroom;motion;event;equal;NEXTOPERATOR;TRUE;bedroom-motion;If the bedroom movement is not active between 08:30 and 09:30, turn on the living room light for 15 minutes;domainExpert7;Unterstuetzung zum Aufwachen: aktivierendes Licht im Wohnzimmer
134;61;applianceState/LivingRoom/lightColor;livingroom;hue color light living room;action;OPERATOR;NEXTOPERATOR;update:lightColor;livingroom-hue color light living room;If the bedroom movement is not active between 08:30 and 09:30, turn on the living room light for 15 minutes;domainExpert7;Unterstuetzung zum Aufwachen: aktivierendes Licht im Wohnzimmer
135;62;environment/@motion;bedroom;motion;event;equal;NEXTOPERATOR;TRUE;bedroom-motion;If  Bedroom motion becomes  not  active     between 08:30 and 10:00 ,  do start activating light scene in the bedroom;applicationExpert2;Start activating light in bedroom
136;62;applianceState/Bedroom/@scene;bedroom;activate;action;OPERATOR;NEXTOPERATOR;invokeFunctions:lightScene;bedroom-activate;If  Bedroom motion becomes  not  active     between 08:30 and 10:00 ,  do start activating light scene in the bedroom;applicationExpert2;Start activating light in bedroom
137;63;environment/twentyFourHoursWeatherForecast/@rain;twentyfourhoursweatherforecast;rain;event;equal;NEXTOPERATOR;TRUE;twentyfourhoursweatherforecast-rain;When  Weather-time becomes rain    ,  do send  one  alarm  by sms to 12345678;applicationExpert2;Warn user about rain in tomorrow forecasts
138;63;Alarms;alarms;alarms;action;OPERATOR;NEXTOPERATOR;tomorrow is likely to rain;alarms-alarms;When  Weather-time becomes rain    ,  do send  one  alarm  by sms to 12345678;applicationExpert2;Warn user about rain in tomorrow forecasts
139;64;user/physiological/@steps;physiological;steps;event;less;NEXTOPERATOR;6000;physiological-steps;When  Test-user daily footsteps becomes  less then  6000  ,  do send  reminder  by sms to 12345678;applicationExpert2;Remind to walk more
140;64;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Remind to walk more for a healthier lifestyle;reminders-reminders;When  Test-user daily footsteps becomes  less then  6000  ,  do send  reminder  by sms to 12345678;applicationExpert2;Remind to walk more
141;65;XPATH;relativeposition;typeofproximity;condition;inside;NEXTOPERATOR;livingroom;relativeposition-typeofproximity; Test-user   is  inside  livingroom and time becomes  22:00 minutes ,  do start relaxing light scene in the living room;applicationExpert2;Activate relaxing light on late evening
142;65;environment/dateTime/@localTime;datetime;localtime;event;equal;and;22:00;datetime-localtime; Test-user   is  inside  livingroom and time becomes  22:00 minutes ,  do start relaxing light scene in the living room;applicationExpert2;Activate relaxing light on late evening
143;65;applianceState/LivingRoom/@scene;livingroom;relax;action;OPERATOR;NEXTOPERATOR;invokeFunctions:lightScene;livingroom-relax; Test-user   is  inside  livingroom and time becomes  22:00 minutes ,  do start relaxing light scene in the living room;applicationExpert2;Activate relaxing light on late evening
144;66;user/position/timeInsideARoom/@timeInsideBathroom;timeinsidearoom;timeinsidebathroom;event;more;NEXTOPERATOR;30;timeinsidearoom-timeinsidebathroom;When time inside bathroom becomes  more then  30 minutes ,  do send  one  alarm  by notification;applicationExpert2;Too much time in bathroom
145;66;Alarms;alarms;alarms;action;OPERATOR;NEXTOPERATOR;Marco is in the bathroom for more than 1 hour;alarms-alarms;When time inside bathroom becomes  more then  30 minutes ,  do send  one  alarm  by notification;applicationExpert2;Too much time in bathroom
146;67;environment/@lightLevel;bedroom;lightlevel;event;equal;NEXTOPERATOR;NO_LIGHT;bedroom-lightlevel;When  Bedroom light level becomes  no light  ,  do start biorhythm light scene in the bedroom;applicationExpert2;Start biorhythm light when no light in bedroom
147;67;applianceState/Bedroom/@scene;bedroom;biorhythmlight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:lightScene;bedroom-biorhythmlight;When  Bedroom light level becomes  no light  ,  do start biorhythm light scene in the bedroom;applicationExpert2;Start biorhythm light when no light in bedroom
148;68;user/physiological/@steps;physiological;steps;event;less;NEXTOPERATOR;6000;physiological-steps;When  Test-user daily footsteps becomes  less then  6000  ,  do send  reminder  by sms to 12345678;applicationExpert2;walk more!
149;68;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Remind to walk more for a healthier lifestyle;reminders-reminders;When  Test-user daily footsteps becomes  less then  6000  ,  do send  reminder  by sms to 12345678;applicationExpert2;walk more!
150;69;environment/@motion;bedroom;motion;event;equal;and;TRUE;bedroom-motion; When  Bedroom motion becomes  active    and  When time is    gt 22:00 minutes AND  When time is    lt 23:59 minutes and  When time is  02:30 minutes and  When time is  06:00 minutes ,  do  turn on the  Bathroom Light for 5 minutes;domainExpert8;Licht an im Bad in der Nacht
151;69;environment/dateTime/@localTime;datetime;localtime;condition;gt;and;22:00;datetime-localtime; When  Bedroom motion becomes  active    and  When time is    gt 22:00 minutes AND  When time is    lt 23:59 minutes and  When time is  02:30 minutes and  When time is  06:00 minutes ,  do  turn on the  Bathroom Light for 5 minutes;domainExpert8;Licht an im Bad in der Nacht
152;69;environment/dateTime/@localTime;datetime;localtime;condition;lt;and;23:59;datetime-localtime; When  Bedroom motion becomes  active    and  When time is    gt 22:00 minutes AND  When time is    lt 23:59 minutes and  When time is  02:30 minutes and  When time is  06:00 minutes ,  do  turn on the  Bathroom Light for 5 minutes;domainExpert8;Licht an im Bad in der Nacht
153;69;environment/dateTime/@localTime;datetime;localtime;condition;equal;and;02:30;datetime-localtime; When  Bedroom motion becomes  active    and  When time is    gt 22:00 minutes AND  When time is    lt 23:59 minutes and  When time is  02:30 minutes and  When time is  06:00 minutes ,  do  turn on the  Bathroom Light for 5 minutes;domainExpert8;Licht an im Bad in der Nacht
154;69;environment/dateTime/@localTime;datetime;localtime;condition;equal;and;06:00;datetime-localtime; When  Bedroom motion becomes  active    and  When time is    gt 22:00 minutes AND  When time is    lt 23:59 minutes and  When time is  02:30 minutes and  When time is  06:00 minutes ,  do  turn on the  Bathroom Light for 5 minutes;domainExpert8;Licht an im Bad in der Nacht
155;69;applianceState/Bathroom/lightColor;bathroom;hue color light bathroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;bathroom-hue color light bathroom; When  Bedroom motion becomes  active    and  When time is    gt 22:00 minutes AND  When time is    lt 23:59 minutes and  When time is  02:30 minutes and  When time is  06:00 minutes ,  do  turn on the  Bathroom Light for 5 minutes;domainExpert8;Licht an im Bad in der Nacht
156;70;environment/dateTime/@localTime;datetime;localtime;event;equal;NEXTOPERATOR;08:00;datetime-localtime;When time becomes  08:00 minutes ,  do send  one  reminder  by notification;domainExpert8;1-reminder_by_notification
157;70;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Please measure blood sugar;reminders-reminders;When time becomes  08:00 minutes ,  do send  one  reminder  by notification;domainExpert8;1-reminder_by_notification
158;71;environment/dateTime/@localTime;datetime;localtime;event;equal;NEXTOPERATOR;08:00;datetime-localtime;When time becomes  08:00 minutes ,  do send  one  reminder  by notification;domainExpert8;1-reminder_by_notification
159;71;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Please measure blood sugar;reminders-reminders;When time becomes  08:00 minutes ,  do send  one  reminder  by notification;domainExpert8;1-reminder_by_notification
160;72;user/cognitive/@emotionalState;cognitive;emotionalstate;condition;equal;NEXTOPERATOR;DISCOURAGED;cognitive-emotionalstate;if  Test-user emotional state is  discouraged  ,  do send  one  alarm  by notification;domainExpert9;Emotional status discouraged
161;72;Alarms;alarms;alarms;action;OPERATOR;NEXTOPERATOR;Emotional status discouraged;alarms-alarms;if  Test-user emotional state is  discouraged  ,  do send  one  alarm  by notification;domainExpert9;Emotional status discouraged
162;73;user/cognitive/@cognitiveState;cognitive;cognitivestate;condition;equal;NEXTOPERATOR;MILD_COGNITIVE_IMPAIRMENT;cognitive-cognitivestate;if  Test-user cognitive state is  mild cognitive impairment  ,  do send  one  alarm  by mail to domainExpert9;domainExpert9;Cognitive mild level email
163;73;Alarms;alarms;alarms;action;OPERATOR;NEXTOPERATOR;Mild cognitive status;alarms-alarms;if  Test-user cognitive state is  mild cognitive impairment  ,  do send  one  alarm  by mail to domainExpert9;domainExpert9;Cognitive mild level email
164;74;user/cognitive/@emotionalState;cognitive;emotionalstate;event;equal;NEXTOPERATOR;SAD;cognitive-emotionalstate;When  Test-user emotional state becomes  sad  ,  do start activating light scene in the living room;domainExpert9;Emotional State becomes Sad - Activating light
165;74;applianceState/LivingRoom/@scene;livingroom;activate;action;OPERATOR;NEXTOPERATOR;invokeFunctions:lightScene;livingroom-activate;When  Test-user emotional state becomes  sad  ,  do start activating light scene in the living room;domainExpert9;Emotional State becomes Sad - Activating light
166;75;user/cognitive/@lastConnectionTime;cognitive;lastconnectiontime;condition;more;NEXTOPERATOR;48;cognitive-lastconnectiontime;if  Test-user last connection time is    more then  48  ,  do send  one  alarm  by notification;domainExpert9;Reminder to play
167;75;Alarms;alarms;alarms;action;OPERATOR;NEXTOPERATOR;Your last connection was more than 48 hours ago. Lets play!;alarms-alarms;if  Test-user last connection time is    more then  48  ,  do send  one  alarm  by notification;domainExpert9;Reminder to play
168;76;user/activity/@medicationName;activity;medicationname;condition;equal;NEXTOPERATOR;aspirine;activity-medicationname;if aspirine has been taken   ,  do send  one  reminder  by mail to domainExpert9@email.net;domainExpert9;aspirine_taken
169;76;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Aspirine taken;reminders-reminders;if aspirine has been taken   ,  do send  one  reminder  by mail to domainExpert9@email.net;domainExpert9;aspirine_taken
170;77;user/cognitive/@emotionalState;cognitive;emotionalstate;condition;equal;NEXTOPERATOR;DISCOURAGED;cognitive-emotionalstate;if  Test-user emotional state is  discouraged  ,  do send  one  alarm  by notification;domainExpert9;Emotional status discouraged
171;77;Alarms;alarms;alarms;action;OPERATOR;NEXTOPERATOR;Emotional status discouraged;alarms-alarms;if  Test-user emotional state is  discouraged  ,  do send  one  alarm  by notification;domainExpert9;Emotional status discouraged
172;78;user/cognitive/@cognitiveState;cognitive;cognitivestate;condition;equal;NEXTOPERATOR;MILD_COGNITIVE_IMPAIRMENT;cognitive-cognitivestate;if  Test-user cognitive state is  mild cognitive impairment  ,  do send  one  alarm  by mail to domainExpert9;domainExpert9;Cognitive mild level email
173;78;Alarms;alarms;alarms;action;OPERATOR;NEXTOPERATOR;Mild cognitive status;alarms-alarms;if  Test-user cognitive state is  mild cognitive impairment  ,  do send  one  alarm  by mail to domainExpert9;domainExpert9;Cognitive mild level email
