id;rule_id;xPath;parent;realName;ECA;operator;nextOperator;value;naturalLanguage;author;ruleName;partialNaturalLanguage;descriptiveName;normalizedDescriptiveName
102;47;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: drink a glass of water;When time becomes  22:00 minutes ,  do send  reminder  by notification;domainExpert7;Erinnerung: Glas Wasser trinken um 22 Uhr;"do send  the reminder  ""Reminder: drink a glass of water"" by notification";reminders-reminders;
103;48;environment/dateTime/@localTime;datetime;localtime;event;equal;NEXTOPERATOR;16:00;When time becomes  16:00 minutes ,  do send  one  reminder  by notification;domainExpert7;Erinnerung: Glas Wasser trinken um 16 Uhr;When time becomes  16:00 minutes;datetime-localtime;
104;48;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: drink a glass of water;When time becomes  16:00 minutes ,  do send  one  reminder  by notification;domainExpert7;Erinnerung: Glas Wasser trinken um 16 Uhr;"do send  the reminder  ""Reminder: drink a glass of water"" by notification";reminders-reminders;
105;49;environment/dateTime/@localTime;datetime;localtime;event;equal;NEXTOPERATOR;11:00;When time becomes  11:00 minutes ,  do send  one  reminder  by notification;domainExpert7;Erinnerung: Glas Wasser trinken (11 Uhr);When time becomes  11:00 minutes;datetime-localtime;
106;49;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: drink a glass of water;When time becomes  11:00 minutes ,  do send  one  reminder  by notification;domainExpert7;Erinnerung: Glas Wasser trinken (11 Uhr);"do send  the reminder  ""Reminder: drink a glass of water"" by notification";reminders-reminders;
107;50;environment/dateTime/@localTime;datetime;localtime;event;equal;NEXTOPERATOR;09:00;When time becomes  09:00 minutes ,  do send  one  reminder  by notification;domainExpert7;Erinnerung: Augentropfen und Therapie um 9 Uhr;When time becomes  09:00 minutes;datetime-localtime;
108;50;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: eye drops and therapy;When time becomes  09:00 minutes ,  do send  one  reminder  by notification;domainExpert7;Erinnerung: Augentropfen und Therapie um 9 Uhr;"do send  the reminder  ""Reminder: eye drops and therapy"" by notification";reminders-reminders;
109;51;XPATH;relativeposition;typeofproximity;event;inside;NEXTOPERATOR;livingroom;When Test-user   is  inside  livingroom and time is  more then  09:30 minutes ,  do  turn on  the great luminare light;domainExpert7;Greatlampe einschalten, falls es Person nach 9:30 im Wohnzimmer ist.;When Test-user   is  inside  livingroom and;relativeposition-typeofproximity;
110;51;environment/dateTime/@localTime;datetime;localtime;condition;more;and;09:30;When Test-user   is  inside  livingroom and time is  more then  09:30 minutes ,  do  turn on  the great luminare light;domainExpert7;Greatlampe einschalten, falls es Person nach 9:30 im Wohnzimmer ist.;time is  more then  09:30 minutes;datetime-localtime;
111;51;applianceState/LivingRoom/greatLuminare;livingroom;greatluminare;action;OPERATOR;NEXTOPERATOR;custom:greatLuminare;When Test-user   is  inside  livingroom and time is  more then  09:30 minutes ,  do  turn on  the great luminare light;domainExpert7;Greatlampe einschalten, falls es Person nach 9:30 im Wohnzimmer ist.;do  turn on  the great luminare light;livingroom-greatluminare;
112;52;XPATH;relativeposition;typeofproximity;event;inside;NEXTOPERATOR;livingroom;When  Test-user   is  inside  livingroom and time becomes  more then  22:00 minutes ,  do start relaxing light scene in the living room;domainExpert7;Great-Relaxlicht um 22 Uhr, falls Testperson im Wohnzimmer ist;When  Test-user   is  inside  livingroom and;relativeposition-typeofproximity;
113;52;environment/dateTime/@localTime;datetime;localtime;event;more;and;22:00;When  Test-user   is  inside  livingroom and  ,  do start relaxing light scene in the living room;domainExpert7;Great-Relaxlicht um 22 Uhr, falls Testperson im Wohnzimmer ist;and time becomes  more then  22:00 minutes  ;datetime-localtime;
114;52;applianceState/LivingRoom/@scene;livingroom;relax;action;OPERATOR;NEXTOPERATOR;invokeFunctions:lightScene;When  Test-user   is  inside  livingroom and time becomes  more then  22:00 minutes ,  do start relaxing light scene in the living room;domainExpert7;Great-Relaxlicht um 22 Uhr, falls Testperson im Wohnzimmer ist;do start relaxing light scene in the living room;livingroom-relax;
115;53;user/cognitive/@lastConnectionTime;cognitive;lastconnectiontime;condition;more;NEXTOPERATOR;48;if  Test-user last connection time is  more then  48  ,  do send  one  reminder  by notification;domainExpert7;Erinnerungen Trainingsuebungen auf dem Tablet;if  Test-user last connection time is  more then  48 hours;cognitive-lastconnectiontime;
116;53;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Please do exercises on the tablet;if  Test-user last connection time is  more then  48  ,  do send  one  reminder  by notification;domainExpert7;Erinnerungen Trainingsuebungen auf dem Tablet;"do send  the reminder ""Please do exercises on the tablet"" by notification";reminders-reminders;
117;54;environment/dateTime/@localTime;datetime;localtime;event;equal;NEXTOPERATOR;22:00;When time becomes  22:00 minutes ,  do send  reminder  by notification;domainExpert7;Erinnerung: Glas Wasser trinken um 22 Uhr;When time becomes  22:00 minutes;datetime-localtime;
118;54;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: drink a glass of water;When time becomes  22:00 minutes ,  do send  reminder  by notification;domainExpert7;Erinnerung: Glas Wasser trinken um 22 Uhr;"do send  the reminder  ""Reminder: drink a glass of water"" by notification";reminders-reminders;
119;55;environment/dateTime/@localTime;datetime;localtime;event;equal;NEXTOPERATOR;16:00;When time becomes  16:00 minutes ,  do send  one  reminder  by notification;domainExpert7;Erinnerung: Glas Wasser trinken um 16 Uhr;When time becomes  16:00 minutes;datetime-localtime;
120;55;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: drink a glass of water;When time becomes  16:00 minutes ,  do send  one  reminder  by notification;domainExpert7;Erinnerung: Glas Wasser trinken um 16 Uhr;"do send  the reminder  ""Reminder: drink a glass of water"" by notification";reminders-reminders;
121;56;environment/dateTime/@localTime;datetime;localtime;event;equal;NEXTOPERATOR;11:00;When time becomes  11:00 minutes ,  do send  one  reminder  by notification;domainExpert7;Erinnerung: Glas Wasser trinken (11 Uhr);When time becomes  11:00 minutes;datetime-localtime;
122;56;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: drink a glass of water;When time becomes  11:00 minutes ,  do send  one  reminder  by notification;domainExpert7;Erinnerung: Glas Wasser trinken (11 Uhr);"do send  the reminder  ""Reminder: drink a glass of water"" by notification";reminders-reminders;
123;57;environment/dateTime/@localTime;datetime;localtime;event;equal;NEXTOPERATOR;09:00;When time becomes  09:00 minutes ,  do send  one  reminder  by notification;domainExpert7;Erinnerung: Augentropfen und Therapie um 9 Uhr;When time becomes  09:00 minutes;datetime-localtime;
124;57;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Reminder: eye drops and therapy;When time becomes  09:00 minutes ,  do send  one  reminder  by notification;domainExpert7;Erinnerung: Augentropfen und Therapie um 9 Uhr;"do send  the reminder  ""Reminder: eye drops and therapy"" by notification";reminders-reminders;
125;58;XPATH;relativeposition;typeofproximity;event;inside;NEXTOPERATOR;livingroom;When  Test-user   is  inside  livingroom and time becomes  more then  22:00 minutes ,  do start relaxing light scene in the living room;domainExpert7;Great-Relaxlicht um 22 Uhr, falls Testperson im Wohnzimmer ist;When  Test-user   is  inside  livingroom and;relativeposition-typeofproximity;
126;58;environment/dateTime/@localTime;datetime;localtime;event;more;and;22:00;When  Test-user   is  inside  livingroom and time becomes  more then  22:00 minutes ,  do start relaxing light scene in the living room;domainExpert7;Great-Relaxlicht um 22 Uhr, falls Testperson im Wohnzimmer ist;time becomes  more then  22:00 minutes;datetime-localtime;
127;58;applianceState/LivingRoom/@scene;livingroom;relax;action;OPERATOR;NEXTOPERATOR;invokeFunctions:lightScene;When  Test-user   is  inside  livingroom and time becomes  more then  22:00 minutes ,  do start relaxing light scene in the living room;domainExpert7;Great-Relaxlicht um 22 Uhr, falls Testperson im Wohnzimmer ist;do start relaxing light scene in the living room;livingroom-relax;
128;59;user/cognitive/@lastConnectionTime;cognitive;lastconnectiontime;event;equal;NEXTOPERATOR;48;When the test user's last connected time become 48, send a reminder via notification;domainExpert7;Erinnerungen Trainingsuebungen auf dem Tablet;if  Test-user last connection time is  more then  48 hours;cognitive-lastconnectiontime;
129;59;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Please do exercises on the tablet;When the test user's last connected time become 48, send a reminder via notification;domainExpert7;Erinnerungen Trainingsuebungen auf dem Tablet;"do send  the reminder ""Please do exercises on the tablet"" by notification";reminders-reminders;
130;60;environment/@motion;livingroom;motion;event;equal;and;TRUE;When the LivingRoom movement becomes active and the LivingRoom light level is very low, turn on the great light;domainExpert7;Great an bei wenig Licht;When the LivingRoom movement becomes active and;livingroom-motion;
131;60;environment/@lightLevel;livingroom;lightlevel;condition;equal;and;VERY_LOW_LIGHT;When the LivingRoom movement becomes active and the LivingRoom light level is very low, turn on the great light;domainExpert7;Great an bei wenig Licht;the LivingRoom light level is very low;livingroom-lightlevel;
132;60;applianceState/LivingRoom/greatLuminare;livingroom;greatluminare;action;OPERATOR;NEXTOPERATOR;custom:greatLuminare;When the LivingRoom movement becomes active and the LivingRoom light level is very low, turn on the great light;domainExpert7;Great an bei wenig Licht;turn on the great light;livingroom-greatluminare;
133;61;environment/@motion;bedroom;motion;event;equal;NEXTOPERATOR;TRUE;If the bedroom movement is not active between 08:30 and 09:30, turn on the living room light for 15 minutes;domainExpert7;Unterstuetzung zum Aufwachen: aktivierendes Licht im Wohnzimmer;If the bedroom movement is not active between 08:30 and 09:30;bedroom-motion;
134;61;applianceState/LivingRoom/lightColor;livingroom;hue color light living room;action;OPERATOR;NEXTOPERATOR;update:lightColor;If the bedroom movement is not active between 08:30 and 09:30, turn on the living room light for 15 minutes;domainExpert7;Unterstuetzung zum Aufwachen: aktivierendes Licht im Wohnzimmer;turn on the living room light for 15 minutes;livingroom-hue color light living room;
135;62;environment/@motion;bedroom;motion;event;equal;NEXTOPERATOR;TRUE;If  Bedroom motion becomes  not  active     between 08:30 and 10:00 ,  do start activating light scene in the bedroom;applicationExpert2;Start activating light in bedroom;If  Bedroom motion becomes  not  active     between 08:30 and 10:00;bedroom-motion;
136;62;applianceState/Bedroom/@scene;bedroom;activate;action;OPERATOR;NEXTOPERATOR;invokeFunctions:lightScene;If  Bedroom motion becomes  not  active     between 08:30 and 10:00 ,  do start activating light scene in the bedroom;applicationExpert2;Start activating light in bedroom;do start activating light scene in the bedroom;bedroom-activate;
137;63;environment/twentyFourHoursWeatherForecast/@rain;twentyfourhoursweatherforecast;rain;event;equal;NEXTOPERATOR;TRUE;When  Weather-time becomes rain    ,  do send  one  alarm  by sms to 12345678;applicationExpert2;Warn user about rain in tomorrow forecasts;When  Weather-time becomes rain ;twentyfourhoursweatherforecast-rain;
138;63;Alarms;alarms;alarms;action;OPERATOR;NEXTOPERATOR;tomorrow is likely to rain;When  Weather-time becomes rain    ,  do send  one  alarm  by sms to 12345678;applicationExpert2;Warn user about rain in tomorrow forecasts;"do send  one  alarm ""tomorrow is likely to rain"" by sms to 12345678";alarms-alarms;
139;64;user/physiological/@steps;physiological;steps;event;less;NEXTOPERATOR;6000;When  Test-user daily footsteps becomes  less then  6000  ,  do send  reminder  by sms to 12345678;applicationExpert2;Remind to walk more;When  Test-user daily footsteps becomes  less then  6000;physiological-steps;
140;64;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Remind to walk more for a healthier lifestyle;When  Test-user daily footsteps becomes  less then  6000  ,  do send  reminder  by sms to 12345678;applicationExpert2;Remind to walk more;"do send  reminder ""Remind to walk more for a healthier lifestyle"" by sms to 12345678";reminders-reminders;
141;65;XPATH;relativeposition;typeofproximity;condition;inside;NEXTOPERATOR;livingroom; Test-user   is  inside  livingroom and time becomes  22:00 minutes ,  do start relaxing light scene in the living room;applicationExpert2;Activate relaxing light on late evening;Test-user   is  inside  livingroom and;relativeposition-typeofproximity;
142;65;environment/dateTime/@localTime;datetime;localtime;event;equal;and;22:00; Test-user   is  inside  livingroom and time becomes  22:00 minutes ,  do start relaxing light scene in the living room;applicationExpert2;Activate relaxing light on late evening;time becomes  22:00 minutes;datetime-localtime;
143;65;applianceState/LivingRoom/@scene;livingroom;relax;action;OPERATOR;NEXTOPERATOR;invokeFunctions:lightScene; Test-user   is  inside  livingroom and time becomes  22:00 minutes ,  do start relaxing light scene in the living room;applicationExpert2;Activate relaxing light on late evening;do start relaxing light scene in the living room;livingroom-relax;
144;66;user/position/timeInsideARoom/@timeInsideBathroom;timeinsidearoom;timeinsidebathroom;event;more;NEXTOPERATOR;30;When time inside bathroom becomes  more then  30 minutes ,  do send  one  alarm  by notification;applicationExpert2;Too much time in bathroom;When time inside bathroom becomes  more then  30 minutes;timeinsidearoom-timeinsidebathroom;
